CatNo,LengthMax,LengthAxial,WidthMax,WidthBasal,WidthNeck,Thickness,DSA,PSA,WeightActual,Material,PointType1,PointType2,PointType3,Source,Site,Site_Upper,Area_Jennings,County,Exclude_LW
ORMA-12164,-23,,-26,21,16,4,140,120,2.2,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5387,26LA5387,Western,Lander,No
ORMA-12166,-13,,17,8,6,4,130,100,0.8,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12167,-18,,-21,,,4,,,1.6,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12168,-23,,-24,,14,6,175,80,3,ccs, Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12168/12169,-38,,-23,,14,6,175,80,4.4,ccs, Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12169,-15,,-19,,,5,,,1.4,ccs, Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12170,-19,,25,24,22,5,220,110,2.3,ccs, Pinto,Pinto,Pinto Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12170/12171,57,49,25,24,22,6,220,110,7.7,ccs, Pinto,Pinto,Pinto Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12171,41,,-23,,,6,,,5.4,ccs, Pinto,Pinto,Pinto Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12172,-29,,-24,7,11,6,165,55,4.5,ccs, Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12173,-13,,-9,9,,3,,,0.3,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12174,-22,,13,13,9,4,185,160,1.2,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12175,-16,,-10,,,3,,,0.3,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12176,17,15,-15,15,,5,,,0.9,Obsidian, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12177,-18,,-14,,10,2,185,145,0.6,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12178,-13,,-12,,,2,,,0.3,Obsidian,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12180,-13,,-12,,6,3,,,0.5,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12181,28,28,-18,7,7,4,,100,1.9,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12182,-21,,-15,,,3,,,0.8,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12183,-20,,-11,,,3,,,0.5,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12184,-34,,-21,,,4,,,2.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12185,-22,,-14,,,4,,,1.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12186,-27,,23,,12,5,150,55,2.3,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12187,39,39,17,15,15,7,240,95,4.8,Obsidian, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5390,26LA5390,Western,Lander,No
ORMA-12188,-28,,-18,,,4,,,1.5,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12189,-33,,34,22,16,5,150,125,5.6,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12190,-29,,-23,9,11,7,185,75,3.6,ccs, Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12191,-19,,-12,,,3,,,0.4,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12192,-19,16,-12,12,,4,,,1,ccs,Cottonwood Triangular,Cottonwood,Desert Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12193,-24,,16,10,8,4,130,120,1.7,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5394,26LA5394,Western,Lander,No
ORMA-12194,-21,,-19,14,16,4,,85,1.5,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12195,-36,35,25,14,11,5,145,110,3.4,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12196,-23,23,-14,6,5,3,125,115,1.1,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12197,-15,12,11,11,,2,240,165,0.3,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12198,-16,,-15,8,8,3,130,100,0.6,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12199,-24,,-15,,9,5,,,1.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12200,-21,,-9,,,2,,,0.4,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12201,18,17,14,13,,4,,,1,ccs,Cottonwood Triangular,Cottonwood,Desert Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12202,-17,,-13,,,3,,,0.6,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12203,-35,34,-18,15,,5,,,3,ccs, Humboldt,Humboldt,Humboldt Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12204,-32,32,20,9,8,5,155,120,2.9,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12205,-13,,-8,,,2,,,0.2,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12206,-32,,-20,,,5,,,1.8,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12207,-36,35,-30,14,12,6,150,120,5.6,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12208,-24,24,-22,9,8,4,135,120,1.6,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12209,-16,16,12,7,6,4,180,120,0.7,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12210,-23,,-19,,,7,,,2.9,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12211,-9,,12,12,,2,,,0.2,Obsidian,Cottonwood Triangular,Cottonwood,Desert Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12212,-26,24,20,,,5,150,120,2.1,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12213,-16,15,17,8,6,4,140,125,0.8,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12214,-32,,-21,,,6,,110,3.5,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12215,34,34,14,11,9,5,145,135,1.7,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12216,19,16,9,9,8,3,245,125,0.5,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12217,-21,21,13,11,,6,,,1.3,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12218,-25,23,-23,17,13,5,155,135,2.4,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12219,-18,,20,10,9,4,120,105,1.5,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12221,-22,,-9,,,4,,,0.7,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12223,-10,,-14,,7,2,150,120,0.3,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12224,-6,,-8,,,3,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12225,-8,,-6,,,2,,,0.1,Obsidian,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12226,-16,,-8,,,4,150,150,0.4,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12227,-9,,-9,,,2,,,0.1,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12228,-17,,-14,,9,4,170,125,0.7,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12229,-13,,-14,,,3,,,0.3,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12230,-6,,-11,,,2,,,0.1,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12231,-28,28,-12,,6,4,170,130,1,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12232,-14,,-9,5,4,2,240,110,0.3,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12233,37,34,20,15,15,5,160,110,3.2,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12234,-12,,-15,15,,5,,,0.7,ccs, Humboldt,Humboldt,Humboldt Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12235,-35,31,-19,16,12,5,,120,2.8,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12236,-21,15,-23,19,17,5,160,115,2.5,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12237,-40,39,13,7,6,4,150,105,2.3,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5393,26LA5393,Western,Lander,No
ORMA-12238,-38,36,-26,10,15,6,165,,4.2,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5394,26LA5394,Western,Lander,No
ORMA-12239,-17,,-14,8,7,4,155,135,0.9,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5394,26LA5394,Western,Lander,No
ORMA-12240,-25,,-22,,10,6,145,110,3.1,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5394,26LA5394,Western,Lander,No
ORMA-12241,33,33,21,16,13,5,160,135,2.7,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12242,-14,,-15,,,3,145,,0.6,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12243,-23,,-20,16,,4,160,115,2.1,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12244,15,13,10,10,7,2,180,150,0.2,Obsidian,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12245,23,21,-12,9,7,3,190,130,0.6,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26LA5395,26LA5395,Western,Lander,No
ORMA-12246,-62,,27,24,18,7,170,135,9.4,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12247,-14,,-14,,,4,,120,0.7,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12248,-33,,23,,,5,,,3.4,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12249,-24,,17,10,7,4,155,135,1.4,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12250,-33,,-19,16,,7,210,100,3.6,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12251,-24,,-15,,,4,185,100,1.1,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12252,32,,-21,,,4,,135,2.5,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12253,-23,,-14,,,3,,,0.9,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12254,30,30,8,3,,3,,,0.7,ccs,Cottonwood Leaf shaped,Cottonwood,Desert Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12255,-25,,-18,,13,5,,140,2.5,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12256,-21,,-12,,6,3,120,105,0.8,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12257,-23,,-19,14,11,4,135,110,1.8,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12258,32,32,-13,,,3,160,,1.1,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12259,23,23,14,5,5,3,135,120,0.7,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12260,-25,,22,16,13,6,185,125,3.1,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12261,-19,,11,,5,3,155,120,0.6,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12262,-18,,18,17,12,4,220,155,1.5,ccs, Indeterminate Side-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12263,-16,,10,8,,2,,,0.5,ccs,Cottonwood Triangular,Cottonwood,Desert Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12264,-13,,-18,,,3,140,,0.6,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12265,-32,,-21,14,12,4,135,105,2.6,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12266,-20,,20,5,6,4,140,105,1.3,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12267,33,33,11,6,,4,,,1.2,ccs,Cottonwood Leaf shaped,Cottonwood,Desert Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12268,-20,,-14,,,3,,,0.5,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12269,-25,,-18,17,13,5,225,125,1.5,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12270,25,22,-20,13,11,5,140,105,1.8,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12271,-15,,11,11,6,2,205,160,0.3,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12272,-38,,-23,,12,6,160,55,3.9,rhyolite, Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12273,-22,,17,16,,3,,,1.1,ccs, Humboldt,Humboldt,Humboldt Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12274,-13,,-25,25,11,5,,145,1.9,ccs, Large Side-notched,Large Side-notched,Large Side-notched,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12275,-18,,-13,,,4,,,0.7,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12276,-14,,-18,,,5,190,125,0.8,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12277,-25,,-21,15,,6,180,100,3.1,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5395,26LA5395,Western,Lander,No
ORMA-12278,-29,,21,,,6,,55,3,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5523,26LA5523,Western,Lander,No
ORMA-12279,-11,,-10,,,3,,,0.3,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5523,26LA5523,Western,Lander,No
ORMA-12280,46,44,27,13,12,5,140,105,5.3,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5523,26LA5523,Western,Lander,No
ORMA-12281,31,,-17,8,6,3,125,110,1.4,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12282,-25,,26,19,15,5,160,115,3.6,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12283,-29,,-17,,8,4,180,180,1.4,ccs, Large Side-notched,Large Side-notched,Large Side-notched,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12284,-35,,-22,,,6,,130,4.4,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12285,-51,,-20,,,6,,,5.4,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12286,-33,32,-21,,,6,,,3.9,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12287,28,28,12,10,,3,,,0.9,ccs,Cottonwood Leaf shaped,Cottonwood,Desert Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12288,-32,,-23,,,4,130,90,3.2,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12289,-20,,-18,9,8,3,155,90,1,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12290,-23,,-13,,,3,,,0.7,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12291,-17,,-14,,7,3,180,170,0.5,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12292,-18,,19,,7,4,120,50,1.3,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12293,-16,,-10,,,2,,,0.2,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12294,-26,,-16,,,4,,,1.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12295,-18,18,-13,8,,4,,,0.8,Obsidian,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12296,-39,,24,15,13,6,175,120,5.6,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12298,-11,,-14,,,2,,,0.3,ccs,Cottonwood Triangular,Cottonwood,Desert Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12299,24,,-16,7,7,4,140,85,1,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12300,-25,,-19,14,11,4,180,125,2,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12301,-29,,-22,,12,4,180,150,2,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12302,26,25,19,8,8,3,140,130,1.2,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12303,-27,,-21,,,6,,,3.8,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12304,-18,,-16,,,3,,,0.9,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12305,28,25,-20,,11,5,150,105,1.7,rhyolite, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12306,21,21,-9,,7,3,235,180,0.4,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12307,17,15,11,12,,4,,,0.5,ccs,Cottonwood Triangular,Cottonwood,Desert Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12308,-44,,-24,18,16,5,130,105,4.2,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12309,-14,,-12,12,6,3,215,170,0.2,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12310,-20,,19,7,7,3,130,100,0.9,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12311,-18,,-10,,,3,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12312,-26,26,-15,,,4,,,1.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12313,-25,,-18,,,4,,,1.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5396,26LA5396,Western,Lander,No
ORMA-12314,32,,-21,,9,6,145,125,3.4,ccs, Indeterminate Elko series,Elko Series,Elko Series,McGuinness Hills - ORMA-DAT,26La-ISO,26LA-ISO,Western,Lander,No
ORMA-12315,-22,,-18,,6,4,125,,1.1,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La-ISO,26LA-ISO,Western,Lander,No
ORMA-13228,-17,,-20,,,4,140,,1.3,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La4593-216,26LA4593-216,Western,Lander,No
ORMA-13231,-29,,18,15,14,7,245,100,3.4,Obsidian, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La4593-216,26LA4593-216,Western,Lander,No
ORMA-13235,-21,,-20,,,3,,,1.5,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-216,26LA4593-216,Western,Lander,No
ORMA-13237,-23,,-18,,,4,,,1.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-216,26LA4593-216,Western,Lander,No
