CatNo,LengthMax,LengthAxial,WidthMax,WidthBasal,WidthNeck,Thickness,DSA,PSA,WeightActual,Material,PointType1,PointType2,PointType3,Source,Site,Site_Upper,Area_Jennings,County,Exclude_LW
ORMA-12003,-15,,18,15,13,4,175,110,1.1,ccs, Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12004,-31,,-18,,,3,140,,1.8,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12005,-8,,-13,,,4,,,0.4,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12006,-23,,22,17,15,6,215,120,2.8,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12008,-26,,-20,,11,4,,,2.3,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12009,-18,,20,15,12,5,160,145,1.7,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12010,-7,,-14,11,,4,195,95,0.3,ccs, Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12011,-26,,22,15,,5,165,120,2.5,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12012,-23,,12,9,6,3,170,120,0.8,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12013,-20,,23,14,12,5,180,130,2.3,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12014,-20,,-19,,,4,120,70,1.3,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12015,-25,,-18,,,4,200,120,2,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12016,-20,,-24,,,5,210,90,2.5,ccs, Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12018,33,33,-25,,12,4,130,95,2.8,ccs, Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12019,-37,,21,,,5,165,120,3.9,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12020,-20,,-17,,,5,,,2.3,ccs, Humboldt,Humboldt,Humboldt Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12021,-21,,22,20,15,5,160,130,2.2,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12022,-11,,-14,,,3,140,125,0.5,ccs, Indeterminate Elko series,Elko Series,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12023,-10,,21,17,12,6,185,130,2,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12024,-8,,-18,18,,3,,,0.4,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12025,-12,,-16,,,4,145,80,0.3,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12026,-13,,-15,,,5,,,0.8,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12027,-5,,-6,,,2,,,0.1,Obsidian, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12028,-12,,-5,,,3,,,0.1,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12029,-10,,-6,,,1,,,0.1,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12030,-8,,-5,,,3,,,0.1,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12031,-17,,-9,,,2,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12032,-18,,-13,,,4,,,0.6,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12033,-21,,-17,,9,3,215,200,0.7,Obsidian,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12034,-18,,-19,,,3,,,1.3,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12035,-18,,-12,,,4,,,0.5,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12036,-12,,-12,,,3,,,0.2,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12037,-12,,-9,,,4,135,110,0.3,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12039,-8,,-9,,,3,165,140,0.1,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12040,-15,,-8,,,4,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12041,-7,,-5,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12042,-14,,-10,,,4,,,0.5,Obsidian, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12043,-14,,-10,,,4,,,0.4,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12044,-8,,-5,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12045,-11,,-9,,,3,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12046,-5,,-5,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12047,-11,,-9,,,3,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12048,-18,,11,,3,3,160,110,0.6,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12049,-11,,-15,,,3,,,0.4,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12050,-9,,-7,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12051,-20,,-20,,11,4,150,120,1.4,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12052,-7,,-6,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12053,-9,,-14,,,4,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12054,-12,,-8,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12055,-12,,12,10,4,3,150,135,0.4,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12056,-8,,-13,,,3,170,140,0.2,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12057,-8,,-7,,,4,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12058,-9,,-17,17,,4,,,0.4,ccs, Indeterminate Elko series,Elko Series,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12059,-23,,16,9,7,4,,120,1.5,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12060,-13,,-7,,,2,,,0.2,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12061,-17,,-19,,12,4,160,130,1.1,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12062,-21,,-18,15,11,4,200,135,1.8,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12063,-27,,-12,,,3,,,0.9,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12065,-5,,-13,,,4,,,0.1,ccs, Indeterminate Elko series,Elko Series,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12066,-26,,-21,,,3,,,1.9,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12067,-12,,-16,,,5,,,1.2,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12068,-7,,-12,12,,2,,,0.1,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12069,-7,,-7,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12070,-13,,-7,,,3,,,0.2,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12071,-16,,-4,,,3,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12072,-7,,-7,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12073,-14,,-13,,,4,,,0.9,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12074,-27,,-19,,,4,,,1.7,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12075,-16,,-11,,,3,,,0.4,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12076,-16,,-9,,,3,160,140,0.4,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12077,-6,,-6,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12078,-8,,-18,18,13,4,,145,0.3,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12079,-8,,-14,14,,3,,120,0.3,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12080,-11,,-5,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12081,-16,,12,,,3,,,0.5,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12082,-5,,-4,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12083,-6,,-6,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12084,-12,,-9,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12085,-15,,-11,,,3,,,0.2,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12086,-12,,-13,,,3,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12087,-25,,-17,,,5,,,1.4,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12088,-14,,-13,,,2,,,0.4,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12089,-13,,-10,,,3,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12090,-26,,-13,,6,4,,,1.1,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12091,-6,,-6,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12092,-24,,-25,15,11,4,185,110,2.5,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12093,-13,,-6,,,4,,,0.3,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12094,-7,,-7,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12095,-11,,-19,,,4,210,135,0.6,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12096,-15,,-10,,,3,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12097,-8,,-16,,,3,,,0.3,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12098,-29,,24,14,,8,,,5,ccs, Humboldt,Humboldt,Humboldt Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12099,-27,,20,17,15,4,220,110,2.5,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12100,-15,,-11,,,3,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12102,-7,,-5,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12103,-8,,-5,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12104,-8,,-5,,,2,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12105,-6,,-4,,,1,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12106,-14,,-7,,,3,,,0.2,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12108,-9,,-15,,,4,,,0.6,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12109,-13,,-12,,,3,,,0.3,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12110,-10,,-9,,,2,,,0.1,Obsidian, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12111,-9,,-9,,,4,,,0.2,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La4593-191,26LA4593-191,Western,Lander,No
ORMA-12113,-21,,-17,,,4,,,1.4,Obsidian,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12114,-43,,-23,11,,8,,,8.5,ccs, Indeterminate Long-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12115,21,18,13,13,10,3,210,150,0.6,ccs,Desert Side Notched,Desert Side-notched,Desert Series,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12116,25,23,12,11,,5,,,1.4,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12117,-42,,-21,,14,7,240,80,6.6,FGV, Indeterminate Short-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12119,29,28,25,19,16,7,180,110,4.1,ccs, Siver Lake,Pinto Basin,Pinto Series,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12120,-43,,-29,,,10,,80,12.4,FGV, Indeterminate Long-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12121,-31,,-23,,,6,,85,4.4,Obsidian, Indeterminate Long-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12122,-27,,-22,,,5,,85,3.8,ccs, Indeterminate Long-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12124,-19,,-28,,,7,,,4.8,FGV, Indeterminate Long-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12125,-47,,-37,,,8,,,11.9,FGV, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12126,-24,,-18,10,,5,,80,2.4,ccs, Indeterminate Long-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12127,-19,,-20,,,4,,75,1.8,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12128,-34,,-31,,,6,,80,8.5,FGV, Indeterminate Long-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12129,-24,,-23,,,7,,,5.5,FGV, Indeterminate Long-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12130,-25,,-21,,,8,,80,4.8,ccs, Indeterminate Long-stemmed,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5365,26LA5365,Western,Lander,No
ORMA-12132,26,25,21,20,16,4,215,135,2.4,ccs, Indeterminate Elko series,Elko Series,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12133,-13,,22,12,11,4,160,110,0.9,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12134,-21,,29,20,18,5,150,125,2.5,rhyolite,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12135,-15,,-15,,,3,,,0.5,rhyolite,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12136,-20,,-14,,,3,,,0.8,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12137,-10,,-18,,,5,165,80,0.5,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12137/12138,-24,,24,17,16,5,160,85,2.9,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12138,-24,,-18,,,4,160,90,2.4,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12139,-27,,-18,14,12,5,,120,2.3,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12140,-26,,-26,,,5,,,3.6,ccs, Indeterminate Elko series,Elko Series,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12141,-27,,-19,14,,4,,-105,2.3,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12142,-18,,-9,,,4,,,0.4,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12143,-18,,-24,21,14,5,165,145,1.5,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12144,-10,,-8,,,3,,,0.1,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12145,-13,,26,15,13,4,130,125,1.4,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12146,-12,,-8,,,3,,,0.1,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12147,-26,,19,14,9,4,155,140,1.9,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12148,-17,,-20,,,5,,,1,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12149,-7,,-10,,,3,,,0.1,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12150,-13,,-11,,,4,,,0.3,rhyolite,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12151,-33,,-20,,,7,210,145,3.8,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12152,-10,,-23,,,4,,,0.9,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12153,-20,,-13,,,3,,,0.6,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12154,-17,,-13,,,3,,,0.4,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12155,-25,,-18,,,-4,135,85,1.4,ccs, Indeterminate Corner-notched,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12156,-36,,21,,16,6,210,100,4.4,ccs, Elko Eared,Elko Eared,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12157,-6,,-12,,,3,,,0.3,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12158,-17,,27,15,14,4,130,110,1.9,ccs,Elko Corner Notched,Elko Corner-notched,Elko Series,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12159,-20,,-14,,,4,,,0.9,ccs, Indeterminate,Indeterminate,-,McGuinness Hills - ORMA-DAT,26La5373,26LA5373,Western,Lander,No
ORMA-12160,-22,,17,5,5,3,135,105,1.1,ccs,Rosegate series,Rosegate,Rosegate Series,McGuinness Hills - ORMA-DAT,26La5387,26LA5387,Western,Lander,No
ORMA-12161,-21,,-23,,,5,,,2.7,ccs, Indeterminate Dart-sized,Dart Sized,-,McGuinness Hills - ORMA-DAT,26La5387,26LA5387,Western,Lander,No
ORMA-12162,-15,,-13,,,3,,,0.6,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5387,26LA5387,Western,Lander,No
ORMA-12163,-14,,-22,,,3,,,0.8,ccs,Arrow Sized,Arrow Sized,-,McGuinness Hills - ORMA-DAT,26La5387,26LA5387,Western,Lander,No
